blocks_file,start,dur,rest,mult_problemB,mult_options,stim_trial,mult_stim,type,ProblemSize,InterferenceLH,InterferenceLevel,mult_type,corrRESP,blocks_set.thisRepN,blocks_set.thisTrialN,blocks_set.thisN,blocks_set.thisIndex,TRIALS.thisRepN,TRIALS.thisTrialN,TRIALS.thisN,TRIALS.thisIndex,timer_loop.thisRepN,timer_loop.thisTrialN,timer_loop.thisN,timer_loop.thisIndex,WAIT_TEXT.started,WAIT_TEXT.stopped,scan_start_trigger.keys,scan_start_trigger.rt,scan_start_trigger.started,scan_start_trigger.stopped,MAIN_SCREEN.started,MAIN_SCREEN.stopped,Block_Text.started,Block_Text.stopped,asterisk500ms.started,asterisk500ms.stopped,mult_question_text.started,mult_question_text.stopped,equal_text.started,equal_text.stopped,blank250_text.started,blank250_text.stopped,Mult_OPTION.started,Mult_OPTION.stopped,Mult_YN.started,Mult_YN.stopped,Mult_Resp.keys,Mult_Resp.corr,Mult_Resp.rt,Mult_Resp.started,Mult_Resp.stopped,Strategy_Q.started,Strategy_Q.stopped,Strategy_Option.started,Strategy_Option.stopped,Strategy_RESP.keys,Strategy_RESP.rt,Strategy_RESP.started,Strategy_RESP.stopped,jitters.started,jitters.stopped,resting_text.started,resting_text.stopped,countdown_timer.started,countdown_timer.stopped,participant,Date of birth (DD/MM/YEAR),gender,Testing Date (DD/MM/YEAR),session,handedness,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,48.97529995199966,None,s,51.44689853300042,48.97529995199966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,10,7.5,15.3,6 x 6,36,13,6 x 6 = 36,large-sized_low-interference,large-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,0,0,0,,,,,,,,,,,100.44587845899969,None,105.46896928000024,None,115.4685794269999,None,115.94938980499956,None,117.94647473500027,None,118.69647801199972,None,118.94946065899967,None,118.94946065899967,None,a,0,0.5866818979993695,118.94946065899967,None,119.56259991600018,None,119.56259991600018,None,d,0.7895549349996145,119.56259991600018,None,120.37975911400008,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,32.8,7.5,2.5,2 x 9,18,2,2 x 9 = 18,small-sized_low-interference,small-sized,low-interference,7,CorrectRESP,a,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,135.67926101000012,None,136.18258689699996,None,138.19648503699955,None,138.9463271049999,None,139.2106387169997,None,139.2106387169997,None,a,0,0.6374169939999774,139.2106387169997,None,139.8795161529997,None,139.8795161529997,None,d,0.39251173000047856,139.8795161529997,None,140.29660591500033,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,42.8,7.5,3.8,8 x 4,28,24,8 x 4 = 28,large-sized_high-interference,large-sized,high-interference,25,IncorrectRESP,d,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,142.79684028500014,None,143.2989642450002,None,145.31346033199952,None,146.06345004499963,None,146.3132459620001,None,146.3132459620001,None,d,0,0.7667894499991235,146.3132459620001,None,147.09681111200007,None,147.09681111200007,None,d,0.551249702,147.09681111200007,None,147.68004757200015,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,54.1,7.5,5.5,7 x 2,14,1,7 x 2 = 14,small-sized_low-interference,small-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,151.47997424200003,None,151.98073398499946,None,153.9965705980003,None,154.74646750800002,None,154.9966141089999,None,154.9966141089999,None,a,0,0.5954486159998851,154.9966141089999,None,155.6125357330002,None,155.6125357330002,None,d,0.3235886440006652,155.6125357330002,None,155.96297553000022,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,67.1,7.5,3,7 x 7,56,18,7 x 7 = 56,large-sized_low-interference,large-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,161.46302074599953,None,161.96256651600015,None,163.96280217799995,None,164.7130308579999,None,164.96500756000023,None,164.96500756000023,None,d,0,0.7391396499997427,164.96500756000023,None,165.7290587560001,None,165.7290587560001,None,d,0.46300266000071133,165.7290587560001,None,166.21317010700022,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,77.6,7.5,2.1,3 x 4,12,9,3 x 4 = 12,small-sized_high-interference,small-sized,high-interference,10,CorrectRESP,a,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,169.21309796199967,None,169.71283013500033,None,171.71312523100005,None,172.4626997559999,None,172.712952,None,172.712952,None,a,0,0.5351083860005019,172.712952,None,173.27929157400013,None,173.27929157400013,None,d,0.33674804300062533,173.27929157400013,None,173.6465144189997,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,87.2,7.5,5,8 x 7,63,22,8 x 7 = 63,large-sized_high-interference,large-sized,high-interference,9,IncorrectRESP,d,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,175.7466269939996,None,176.24655668600008,None,178.2447521439999,None,178.9930266169995,None,179.23868184000003,None,179.23868184000003,None,d,0,0.7214333780002562,179.23868184000003,None,179.97971704100019,None,179.97971704100019,None,d,0.3484850360000564,179.97971704100019,None,180.34639499599962,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,99.7,7.5,3,5 x 5,25,3,5 x 5 = 25,small-sized_low-interference,small-sized,low-interference,3,CorrectRESP,a,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,185.34672756799955,None,185.8463461649999,None,187.84661610500007,None,188.59649844700016,None,188.84628195200003,None,188.84628195200003,None,a,0,0.6337651789999654,188.84628195200003,None,189.5119626249998,None,189.5119626249998,None,d,0.3761767050000344,189.5119626249998,None,189.9130151219997,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
block1.xlsx,110.2,7.5,6.5,6 x 4,28,10,6 x 4 = 28,small-sized_high-interference,small-sized,high-interference,12,IncorrectRESP,d,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,192.91282912499992,None,193.4129273030003,None,195.41318380200028,None,196.16326472699984,None,196.41341461199954,None,196.41341461199954,None,d,0,0.7147064259997933,196.41341461199954,None,197.14615085399964,None,197.14615085399964,None,d,0.2779904520002674,197.14615085399964,None,197.4460051599999,None,,,,,sub-06,12/03/2002,2: Female,08/09/2023,001,1: right,2023_Sep_08_1721,[FINAL]_fmri_multiplication,2021.2.3,59.75384047
