blocks_file,start,dur,rest,mult_problemB,mult_options,stim_trial,mult_stim,type,ProblemSize,InterferenceLH,InterferenceLevel,mult_type,corrRESP,blocks_set.thisRepN,blocks_set.thisTrialN,blocks_set.thisN,blocks_set.thisIndex,TRIALS.thisRepN,TRIALS.thisTrialN,TRIALS.thisN,TRIALS.thisIndex,timer_loop.thisRepN,timer_loop.thisTrialN,timer_loop.thisN,timer_loop.thisIndex,WAIT_TEXT.started,WAIT_TEXT.stopped,scan_start_trigger.keys,scan_start_trigger.rt,scan_start_trigger.started,scan_start_trigger.stopped,MAIN_SCREEN.started,MAIN_SCREEN.stopped,Block_Text.started,Block_Text.stopped,asterisk500ms.started,asterisk500ms.stopped,mult_question_text.started,mult_question_text.stopped,equal_text.started,equal_text.stopped,blank250_text.started,blank250_text.stopped,Mult_OPTION.started,Mult_OPTION.stopped,Mult_YN.started,Mult_YN.stopped,Mult_Resp.keys,Mult_Resp.corr,Mult_Resp.rt,Mult_Resp.started,Mult_Resp.stopped,Strategy_Q.started,Strategy_Q.stopped,Strategy_Option.started,Strategy_Option.stopped,Strategy_RESP.keys,Strategy_RESP.rt,Strategy_RESP.started,Strategy_RESP.stopped,jitters.started,jitters.stopped,resting_text.started,resting_text.stopped,countdown_timer.started,countdown_timer.stopped,participant,Date of birth (DD/MM/YEAR),gender,Testing Date (DD/MM/YEAR),session,handedness,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,36.11003006700048,None,s,18.880011434001062,36.11003006700048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,10,7.5,4.6,3 x 6,18,7,6 x 3 = 18,small-sized_high-interference,small-sized,high-interference,8,CorrectRESP,a,0,0,0,0,0,0,0,0,,,,,,,,,,,55.022283726999376,None,60.04265279199899,None,70.04638087899912,None,70.52571982200061,None,72.52218546299991,None,73.27244049500041,None,73.52355548500054,None,73.52355548500054,None,d,0,0.3570109760003106,73.52355548500054,None,73.90402737899967,None,73.90402737899967,None,d,0.26446512599977723,73.90402737899967,None,74.18861383100011,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,22.1,7.5,7,9 x 9,72,16,9 x 9 = 72,large-sized_low-interference,large-sized,low-interference,6,IncorrectRESP,d,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,78.78906151800038,None,79.2900145,None,81.28919240799951,None,82.03934944,None,82.29191038799945,None,82.29191038799945,None,a,0,0.42875902299965674,82.29191038799945,None,82.73887101199944,None,82.73887101199944,None,d,0.22966526099844486,82.73887101199944,None,82.98890612799914,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,36.6,7.5,4.4,2 x 6,12,6,6 x 2 = 12,small-sized_low-interference,small-sized,low-interference,3,CorrectRESP,a,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,89.98951483699966,None,90.48946184399938,None,92.48953658100072,None,93.23953314900064,None,93.48908214,None,93.48908214,None,d,0,0.3754308420011512,93.48908214,None,93.88877635800054,None,93.88877635800054,None,d,0.22383066300062637,93.88877635800054,None,94.13939992199994,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,48.5,7.5,9.6,8 x 3,24,12,3 x 8 = 24,small-sized_high-interference,small-sized,high-interference,13,CorrectRESP,a,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,98.53852002299936,None,99.039069,None,101.0390922860006,None,101.78912742799912,None,102.04050451699914,None,102.04050451699914,None,d,0,0.3600248520015157,102.04050451699914,None,102.4219650899995,None,102.4219650899995,None,d,0.23457632999998168,102.4219650899995,None,102.68912744800036,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,65.6,7.5,5.4,5 x 5,30,3,5 x 5 = 30,small-sized_low-interference,small-sized,low-interference,3,IncorrectRESP,d,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,112.28905780499917,None,112.79054238699973,None,114.80577097899913,None,115.55573587899926,None,115.80680254700019,None,115.80680254700019,None,a,0,0.4818112859993562,115.80680254700019,None,116.30547176000073,None,116.30547176000073,None,d,0.2471004159997392,116.30547176000073,None,116.57214859099986,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,78.5,7.5,7.7,3 x 9,27,19,9 x 3 = 27,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,121.96944250100023,None,122.46445857199978,None,124.4728696860002,None,125.22281246000057,None,125.47299756400025,None,125.47299756400025,None,d,0,0.3515086839997821,125.47299756400025,None,125.85498882600041,None,125.85498882600041,None,d,0.20948901400151954,125.85498882600041,None,126.08960924799976,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,93.7,7.5,3.5,2 x 8,18,5,8 x 2 = 18,small-sized_low-interference,small-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,133.7886776710002,None,134.2891484970005,None,136.28920503299923,None,137.0391276,None,137.28872901499926,None,137.28872901499926,None,a,0,0.4878125770010229,137.28872901499926,None,137.8045429140002,None,137.8045429140002,None,d,0.19598885500090546,137.8045429140002,None,138.02200639500006,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,104.7,7.5,6.4,7 x 7,49,18,7 x 7 = 49,large-sized_low-interference,large-sized,low-interference,7,CorrectRESP,a,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,141.52236590400025,None,142.02208765400064,None,144.03907506199903,None,144.7890895319997,None,145.03717343300013,None,145.03717343300013,None,d,0,0.5393687270006922,145.03717343300013,None,145.60567794300005,None,145.60567794300005,None,d,0.18692413800090435,145.60567794300005,None,145.8224647520001,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
block5.xlsx,118.6,7.5,3.2,8 x 5,45,21,5 x 8 = 45,large-sized_high-interference,large-sized,high-interference,9,IncorrectRESP,d,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,152.2221412,None,152.72343190299944,None,154.72278662499957,None,155.4726399430001,None,155.7336189510006,None,155.7336189510006,None,a,0,0.5550613649993466,155.7336189510006,None,156.30519422199905,None,156.30519422199905,None,d,0.20733088099950692,156.30519422199905,None,156.5385339780005,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,002,1: right,2023_Jul_15_1250,[FINAL]_fmri_multiplication,2021.2.3,60.04192307195406
