blocks_file,start,dur,rest,mult_problemB,mult_options,stim_trial,mult_stim,type,ProblemSize,InterferenceLH,InterferenceLevel,mult_type,corrRESP,blocks_set.thisRepN,blocks_set.thisTrialN,blocks_set.thisN,blocks_set.thisIndex,TRIALS.thisRepN,TRIALS.thisTrialN,TRIALS.thisN,TRIALS.thisIndex,timer_loop.thisRepN,timer_loop.thisTrialN,timer_loop.thisN,timer_loop.thisIndex,WAIT_TEXT.started,WAIT_TEXT.stopped,scan_start_trigger.keys,scan_start_trigger.rt,scan_start_trigger.started,scan_start_trigger.stopped,MAIN_SCREEN.started,MAIN_SCREEN.stopped,Block_Text.started,Block_Text.stopped,asterisk500ms.started,asterisk500ms.stopped,mult_question_text.started,mult_question_text.stopped,equal_text.started,equal_text.stopped,blank250_text.started,blank250_text.stopped,Mult_OPTION.started,Mult_OPTION.stopped,Mult_YN.started,Mult_YN.stopped,Mult_Resp.keys,Mult_Resp.corr,Mult_Resp.rt,Mult_Resp.started,Mult_Resp.stopped,Strategy_Q.started,Strategy_Q.stopped,Strategy_Option.started,Strategy_Option.stopped,Strategy_RESP.keys,Strategy_RESP.rt,Strategy_RESP.started,Strategy_RESP.stopped,jitters.started,jitters.stopped,resting_text.started,resting_text.stopped,countdown_timer.started,countdown_timer.stopped,participant,Date of birth (DD/MM/YEAR),gender,Testing Date (DD/MM/YEAR),session,handedness,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,36.49493677,None,s,33.596029190999616,36.49493677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,10,7.5,15.3,6 x 6,36,13,6 x 6 = 36,large-sized_low-interference,large-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,0,0,0,,,,,,,,,,,70.11811349199888,None,75.13784271799886,None,85.16226572,None,85.63722217599934,None,87.63489423600004,None,88.38495578999937,None,88.63724999599981,None,88.63724999599981,None,d,0,0.6142858659986814,88.63724999599981,None,89.28313313299986,None,89.28313313299986,None,d,0.6404531930002122,89.28313313299986,None,89.95165085000008,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,32.8,7.5,2.5,2 x 9,18,2,2 x 9 = 18,small-sized_low-interference,small-sized,low-interference,7,CorrectRESP,a,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,105.25138395999966,None,105.75210930299909,None,107.75102083599995,None,108.50103481599945,None,108.75291278899931,None,108.75291278899931,None,d,0,0.5785571309988882,108.75291278899931,None,109.35095293099948,None,109.35095293099948,None,d,0.3726895469990268,109.35095293099948,None,109.75091371399867,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,42.8,7.5,3.8,8 x 4,28,24,8 x 4 = 28,large-sized_high-interference,large-sized,high-interference,25,IncorrectRESP,d,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,112.25102674399932,None,112.75291329399988,None,114.76812151000013,None,115.51778891100003,None,115.76785395600018,None,115.76785395600018,None,a,0,0.6196902009996847,115.76785395600018,None,116.41808814599972,None,116.41808814599972,None,d,0.28157790300065244,116.41808814599972,None,116.71772064799916,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,54.1,7.5,5.5,7 x 2,14,1,7 x 2 = 14,small-sized_low-interference,small-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,120.51775890099998,None,121.01957643999958,None,123.03501828499975,None,123.78499999499945,None,124.0350665650003,None,124.0350665650003,None,d,0,0.4566017720007949,124.0350665650003,None,124.51777183299964,None,124.51777183299964,None,d,0.2697755139997753,124.51777183299964,None,124.81836497699987,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,67.1,7.5,3,7 x 7,56,18,7 x 7 = 56,large-sized_low-interference,large-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,130.31809807399986,None,130.81812073000037,None,132.81855720400017,None,133.56859939599963,None,133.82099556199864,None,133.82099556199864,None,a,0,0.550590466,133.82099556199864,None,134.3997650759993,None,134.3997650759993,None,d,0.23574100400037423,134.3997650759993,None,134.65132358600022,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,77.6,7.5,2.1,3 x 4,12,9,3 x 4 = 12,small-sized_high-interference,small-sized,high-interference,10,CorrectRESP,a,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,137.6516419620002,None,138.1511405129986,None,140.15151325099941,None,140.9011606539989,None,141.1515271649987,None,141.1515271649987,None,d,0,0.6840077569995628,141.1515271649987,None,141.86807808499907,None,141.86807808499907,None,d,0.17539702599970042,141.86807808499907,None,142.06766211099966,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,87.2,7.5,5,8 x 7,63,22,8 x 7 = 63,large-sized_high-interference,large-sized,high-interference,9,IncorrectRESP,d,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,144.16816251099954,None,144.6681047229995,None,146.66810933099987,None,147.4182867,None,147.6683893749996,None,147.6683893749996,None,a,0,0.5031399189992953,147.6683893749996,None,148.20127911999953,None,148.20127911999953,None,d,0.17828697000004468,148.20127911999953,None,148.40104215700012,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,99.7,7.5,3,5 x 5,25,3,5 x 5 = 25,small-sized_low-interference,small-sized,low-interference,3,CorrectRESP,a,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,153.4010453640003,None,153.90033554399997,None,155.90131200799988,None,156.65149366999867,None,156.90263226199932,None,156.90263226199932,None,d,0,0.500941086,156.90263226199932,None,157.4332889,None,157.4332889,None,d,0.14622134199998982,157.4332889,None,157.60109306199956,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
block1.xlsx,110.2,7.5,6.5,6 x 4,28,10,6 x 4 = 28,small-sized_high-interference,small-sized,high-interference,12,IncorrectRESP,d,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,160.60170807099894,None,161.10139200699996,None,163.11869263100016,None,163.86857651599894,None,164.11852062899925,None,164.11852062899925,None,a,0,0.48504902999957267,164.11852062899925,None,164.63519335899946,None,164.63519335899946,None,d,0.17639295399931143,164.63519335899946,None,164.83490869399975,None,,,,,sub-02,26/07/2002,2: Female,15/07/2023,001,1: right,2023_Jul_15_1222,[FINAL]_fmri_multiplication,2021.2.3,59.64567557967755
